#,ORF,Gene,chan7,chan8,chan9,chan10,chan11,chan12,Avg,Stdev,inter-channel CV,inter-prep CV,MA,Nagal.,Type
5368,YOL033W,MSE1,"24,4",26,22,"26,6",24,"24,8","24,63","1,62","8,3%","4,3%",498,, Verified ORF
5369,YOL034W,SMC5,"26,2",28,"26,4","22,6",25,24,"25,37","1,92","3,7%","7,9%",366,, Verified ORF
5370,YOL035C,YOL035C,"1,4","0,9","0,5","0,8","0,8","1,1","0,92","0,31","48,3%","28,6%",,, Dubious ORF
5371,YOL036W,YOL036W,"47,5","47,4","49,5","49,1",48,"49,9","48,57","1,07","2,5%","1,8%",1.009,, Uncharacterized ORF
5372,YOL037C,YOL037C,"1,5","1,7","1,1","0,7","1,5","1,3","1,3","0,36","21,3%","35,7%",,, Dubious ORF
5373,YOL038C-A,YOL038C-A,"19,4","16,9","15,2","17,2","15,2",19,"17,15","1,8","12,3%","13,1%",139,, Uncharacterized ORF
5374,YOL038W,PRE6,"247,1","236,1","236,1","236,8","229,2","239,7","237,5","5,84","2,6%","5,2%",2.559,, Verified ORF
5375,YOL039W,RPP2A,"1257,3","1251,9","1258,3","1330,6","1369,2","1345,9","1302,2","52,3","0,3%","2,8%",8.183,, Verified ORF
5376,YOL040C,RPS15,"4039,6","4003,2",4015,"4223,7","4219,2","4218,8","4119,92","110,89","0,5%","3,0%",10.010,, Verified ORF
5377,YOL041C,NOP12,"118,3","122,4","124,6","134,4","125,1","131,2",126,"5,88","2,6%","7,8%",1.309,, Verified ORF
5378,YOL042W,NGL1,"29,5",29,"26,7","29,7","26,1","28,1","28,18","1,5","5,3%","3,0%",396,, Verified ORF
5379,YOL043C,NTG2,"28,9",28,"28,9",25,26,"29,8","27,77","1,87","1,8%","8,9%",258,, Verified ORF
5380,YOL044W,PEX15,25,"22,9","22,3","22,4","20,4","22,3","22,55","1,48","6,1%","5,9%",406,, Verified ORF
5381,YOL045W,PSK2,"51,7","52,9","50,7","54,2",51,"49,9","51,73","1,58","2,1%","3,1%",1.447,, Verified ORF
5382,YOL046C,YOL046C,"0,1",0,0,"0,1",0,0,"0,03","0,05","173,2%","86,6%",,, Dubious ORF
5383,YOL049W,GSH2,"132,6","130,4","130,4","132,1","125,8","133,6","130,82","2,76","1,0%","0,7%",703,, Verified ORF
5384,YOL050C,YOL050C,"0,9","0,4","0,5","0,5","0,6","0,3","0,53","0,21","44,1%","33,1%",,, Dubious ORF
5385,YOL051W,GAL11,"78,3","80,9","83,1","78,5","79,5","83,6","80,65","2,29","3,0%","2,5%",1.078,, Verified ORF
5386,YOL052C,SPE2,"76,4","78,4",80,"82,6","82,3",81,"80,12","2,39","2,3%","4,1%",997,, Verified ORF
5387,YOL052C-A,DDR2,"141,1","141,2","145,1","133,8","143,2","134,1","139,75","4,73","1,6%","4,1%",601,, Verified ORF
5388,YOL053W,YOL053W,"36,3","36,5","34,5","35,5","38,6","36,3","36,28","1,36","3,1%","1,4%",298,, Uncharacterized ORF
5389,YOL054W,PSH1,"30,5","29,6","32,5","27,8","26,8","30,7","29,65","2,07","4,8%","4,7%",633,, Uncharacterized ORF
5390,YOL055C,THI20,"30,4","29,6","28,2","31,3","29,9","32,2","30,27","1,39","3,8%","4,2%",483,, Verified ORF
5391,YOL056W,GPM3,"44,8","38,5","40,4",39,"37,5","43,1","40,55","2,85","7,8%","9,8%",556,, Verified ORF
5392,YOL057W,YOL057W,"88,8","91,7","93,6","95,1","99,4","99,5","94,68","4,25","2,6%","6,5%",456,, Uncharacterized ORF
5393,YOL058W,ARG1,"1505,5","1499,2","1519,6","1458,6",1453,"1438,3","1479,03","33,19","0,7%","1,8%",11.566,, Verified ORF
5394,YOL059W,GPD2,"117,3","123,5","124,9",128,"123,2","130,6","124,58","4,56","3,3%","6,1%",838,, Verified ORF
5395,YOL060C,MAM3,"44,4","45,3","50,4","46,1","50,7","48,3","47,53","2,67","6,9%","4,2%",395,, Verified ORF
5396,YOL061W,PRS5,"134,9","134,1","141,8","130,2",132,"138,9","135,32","4,33","3,1%","5,5%",1.344,, Verified ORF
5397,YOL062C,APM4,"93,4",88,"87,2","89,5","88,7","89,9","89,45","2,17","3,8%","3,7%",1.200,, Verified ORF
5398,YOL063C,CRT10,"35,8","37,3","38,8","37,7","35,7","35,9","36,87","1,27","4,0%","3,2%",652,, Verified ORF
5399,YOL064C,MET22,"145,8","145,3","144,8","149,5","150,6","149,6","147,6","2,57","0,3%","1,3%",2.587,, Verified ORF
5400,YOL065C,INP54,"25,8","25,4","27,2","26,2","28,3","27,4","26,72","1,1","3,6%","2,1%",392,, Verified ORF
5401,YOL066C,RIB2,"22,7","27,2","23,3","26,5","22,9","23,4","24,33","1,98","10,0%","9,4%",372,, Verified ORF
5402,YOL067C,RTG1,"14,8","17,5","15,8","17,5","16,8","18,7","16,85","1,38","8,5%","10,3%",61,, Verified ORF
5403,YOL068C,HST1,"157,4",161,"156,8","150,8","153,8","153,6","155,57","3,58","1,4%","5,9%",2.249,, Verified ORF
5404,YOL069W,NUF2,8,"8,8","8,5","8,3","9,5","10,3","8,9","0,86","4,8%","4,2%",77,, Verified ORF
5405,YOL070C,YOL070C,59,"57,7","57,1","61,9","57,8","59,8","58,88","1,77","1,7%","6,5%",788,, Verified ORF
5406,YOL071W,EMI5,"59,6","59,8","64,9",64,"64,4","64,3","62,83","2,45","4,9%","8,6%",211,, Verified ORF
5407,YOL072W,THP1,"24,6",23,"21,5","24,8","26,1",23,"23,83","1,64","6,7%","3,5%",714,, Verified ORF
5408,YOL073C,YOL073C,"33,3","37,4",37,"33,2","34,1","36,8","35,3","1,97","6,3%","2,0%",467,, Uncharacterized ORF
5409,YOL075C,YOL075C,"22,4","24,5",25,"25,2",25,"24,9","24,5","1,05","5,8%","13,7%",292,, Uncharacterized ORF
5410,YOL076W,MDM20,"41,4","41,5","44,5","46,1","47,3","44,3","44,18","2,39","4,1%","5,6%",244,, Verified ORF
5411,YOL077C,BRX1,"166,6","175,6","174,5","176,9","185,2","179,4","176,37","6,12","2,9%","6,1%",2.152,, Verified ORF
5412,YOL077W-A,ATP19,"511,2","508,9","514,2","528,5","518,8","513,2","515,8","7,05","0,5%","2,4%",449,, Verified ORF
5413,YOL078W,AVO1,"22,2","21,6","22,2","21,4","20,7","20,6","21,45","0,7","1,6%","8,7%",133,, Verified ORF
5414,YOL079W,YOL079W,"0,1","0,1",0,"0,1","0,3",0,"0,1","0,11","86,6%","69,3%",,, Dubious ORF
5415,YOL080C,REX4,"46,4","45,9","45,7","44,8","41,5","43,2","44,58","1,88","0,8%","4,1%",536,, Verified ORF
5416,YOL081W,IRA2,75,"75,1","76,6",79,"79,5",81,"77,7","2,49","1,2%","7,3%",2.365,, Verified ORF
5417,YOL082W,ATG19,"50,3","50,5","49,1","52,3","52,2","50,7","50,85","1,22","1,5%","3,0%",471,, Verified ORF
5418,YOL083C-A,YOL083C-A,"0,5","0,4","0,2","0,7","0,3","0,3","0,4","0,18","41,7%","28,6%",,, Dubious ORF
5419,YOL083W,YOL083W,"14,8","16,2","14,9","14,3","13,3","15,7","14,87","1,03","5,1%","10,0%",265,, Uncharacterized ORF
5420,YOL084W,PHM7,"6,1","6,1","8,1",5,"5,6","7,2","6,35","1,12","17,1%","10,8%",108,, Verified ORF
5421,YOL085C,YOL085C,"0,5","0,5","0,5","0,6","0,7","0,6","0,57","0,08","0,0%","10,8%",,, Dubious ORF
5422,YOL085W-A,YOL085W-A,"6,5","5,5","4,6","5,3","5,4","5,1","5,4","0,63","17,2%","15,0%",,, Dubious ORF
5423,YOL086C,ADH1,"10453,3","10388,2","10425,3","10011,6","9750,7","9958,2","10164,55","296,19","0,3%","2,4%",19.991,, Verified ORF
5424,YOL086W-A,YOL086W-A,"69,2","66,8",67,"66,2","63,3",66,"66,42","1,91","2,0%","2,5%",182,, Uncharacterized ORF
5425,YOL087C,YOL087C,"60,5",59,"60,6","56,6","60,5","61,9","59,85","1,84","1,5%","8,3%",817,, Uncharacterized ORF
5426,YOL088C,MPD2,53,"54,3","56,5","53,8","51,1","55,1","53,97","1,84","3,2%","1,6%",401,, Verified ORF
5427,YOL089C,HAL9,"27,6","32,3","28,9","29,8","30,7","29,3","29,77","1,61","8,2%","4,1%",946,, Verified ORF
5428,YOL090W,MSH2,54,55,"55,1","57,6","54,5","58,1","55,72","1,71","1,1%","5,4%",368,, Verified ORF
5429,YOL091W,SPO21,"13,5","11,6",12,"12,7","11,1","13,7","12,43","1,05","8,1%","3,1%",383,, Verified ORF
5430,YOL092W,YOL092W,"133,2","138,2","131,1",138,"145,7","133,6","136,63","5,26","2,7%","1,9%",2.023,, Uncharacterized ORF
5431,YOL093W,TRM10,"51,2","50,5","51,2","46,7","50,3","47,7","49,6","1,92","0,8%","6,3%",585,, Verified ORF
5432,YOL094C,RFC4,"44,9","50,2",45,"47,6","46,6","45,6","46,65","2,02","6,5%","3,2%",456,, Verified ORF
5433,YOL095C,HMI1,"20,7","19,8","18,9","21,2","18,9","21,9","20,23","1,24","4,5%","4,0%",260,, Verified ORF
5434,YOL096C,COQ3,"33,5","31,6","32,8","37,2",33,"35,1","33,87","1,99","2,9%","5,6%",477,, Verified ORF
5435,YOL097C,WRS1,"208,8","195,2","204,5","205,5","204,7","209,7","204,73","5,15","3,4%","0,9%",1.688,, Verified ORF
5436,YOL097W-A,YOL097W-A,"12,9","14,2","13,8","13,2","13,2","12,1","13,23","0,73","4,9%","2,7%",70,, Uncharacterized ORF
5437,YOL098C,YOL098C,"85,7","84,9","83,4","92,3","87,4","88,1","86,97","3,11","1,4%","4,0%",1.277,, Uncharacterized ORF
5438,YOL099C,YOL099C,"14,4","19,9","17,7","18,2",18,"18,3","17,75","1,81","16,0%","12,1%",,, Dubious ORF
5439,YOL100W,PKH2,"33,6","36,9","32,1",33,"33,8",31,"33,4",2,"7,2%","5,9%",430,, Verified ORF
5440,YOL101C,IZH4,"79,6","81,5","77,8","82,4","86,1","81,7","81,52","2,8","2,3%","7,3%",2.326,, Verified ORF
5441,YOL102C,TPT1,"39,4","38,6","42,9","38,8",39,"44,6","40,55","2,55","5,7%","3,1%",580,, Verified ORF
5442,YOL103W,ITR2,"122,3","125,7","124,3","128,8","129,2","132,5","127,13","3,72","1,4%","12,4%",1.955,, Verified ORF
5443,YOL103W-A,YOL103W-A,0,0,0,0,0,0,0,0,N/A,N/A,,, transposable_element_gene
5444,YOL103W-B,YOL103W-B,"1740,5","1722,5","1752,6","1621,8","1643,2","1620,5","1683,52","61,55","0,9%","4,4%",,, transposable_element_gene
5445,YOL104C,NDJ1,"6,4","5,2","6,2","7,4","7,3","5,5","6,33","0,9","10,8%","8,1%",38,, Verified ORF
5446,YOL105C,WSC3,"31,6","29,9","33,5","32,5","35,1","34,6","32,87","1,95","5,7%","1,5%",1.609,, Verified ORF
5447,YOL106W,YOL106W,"5,2","6,1","5,9","6,1","5,7","6,3","5,88","0,39","8,2%","17,7%",,, Dubious ORF
5448,YOL107W,YOL107W,27,"28,4","29,8","26,4","27,4","25,6","27,43","1,49","4,9%","1,7%",153,, Uncharacterized ORF
5449,YOL108C,INO4,"36,9","36,8","36,8","40,2","38,3","37,1","37,68","1,36","0,2%","4,8%",114,, Verified ORF
5450,YOL109W,ZEO1,"858,7","845,8",856,"878,6","856,9","859,6","859,27","10,69","0,8%","8,5%",3.196,, Verified ORF
5451,YOL110W,SHR5,"22,9","27,4","24,6","24,2",25,24,"24,68","1,51","9,1%","8,6%",156,, Verified ORF
5452,YOL111C,MDY2,"115,6","113,1","111,3","108,7","102,7","112,5","110,65","4,5","1,9%","6,7%",900,, Verified ORF
5453,YOL112W,MSB4,"37,6","38,9","41,7","36,8","43,1","37,4","39,25","2,57","5,3%","12,3%",297,, Verified ORF
5454,YOL113W,SKM1,31,"30,8","32,3","31,8","30,1","28,3","30,72","1,41","2,6%","7,5%",594,, Verified ORF
5455,YOL114C,YOL114C,"12,3","11,8","12,8","10,7","12,4","13,1","12,18","0,85","4,1%","13,8%",85,, Uncharacterized ORF
5456,YOL115W,PAP2,"62,5","64,1","64,3","61,4","62,6","62,2","62,85","1,13","1,6%","2,8%",755,, Verified ORF
5457,YOL116W,MSN1,"28,3","28,5","26,7","26,5",23,"27,6","26,77","2,02","3,5%","3,3%",358,, Verified ORF
5458,YOL117W,RRI2,"13,3","14,3","15,2","15,5","16,2",14,"14,75","1,07","6,7%","13,3%",287,, Verified ORF
5459,YOL118C,YOL118C,"0,5","0,3","1,2",1,"0,7","0,8","0,75","0,33","70,9%","50,8%",,, Dubious ORF
5460,YOL119C,MCH4,"114,9","112,8","115,6","112,7","113,1","110,3","113,23","1,87","1,3%","1,4%",1.194,, Verified ORF
5461,YOL122C,SMF1,"77,5","70,1","74,4","69,7","71,7","71,1","72,42","2,99","5,0%","5,5%",386,, Verified ORF
5462,YOL123W,HRP1,"122,9","129,1","129,5","126,8","137,7",127,"128,83","4,94","2,9%","7,3%",3.060,, Verified ORF
5463,YOL124C,TRM11,"143,8","141,7","143,6","150,4","153,9","145,8","146,53","4,67","0,8%","6,7%",912,, Verified ORF
5464,YOL125W,TRM13,"52,7","51,2","51,1","54,1","54,1","47,2","51,73","2,58","1,7%","2,1%",392,, Verified ORF
5465,YOL126C,MDH2,"101,9","99,6","106,2","102,6","96,4","95,7","100,4","3,99","3,3%","2,3%",1.230,, Verified ORF
5466,YOL128C,YGK3,"30,1","27,2","26,8","27,8","28,3","27,8",28,"1,15","6,4%","4,6%",200,, Verified ORF
5467,YOL129W,VPS68,"207,1","193,6","198,5","198,9","205,3","210,2","202,27","6,26","3,4%","3,1%",1.312,, Verified ORF
5468,YOL130W,ALR1,"60,9",57,"59,1","60,4","58,6","59,6","59,27","1,39","3,3%","1,2%",1.574,, Verified ORF
5469,YOL131W,YOL131W,"0,3","0,5","0,2","0,3","0,3","0,6","0,37","0,15","45,8%","31,5%",23,, Uncharacterized ORF
5470,YOL132W,GAS4,"6,1","6,6","6,8","5,8","6,5","6,6","6,4","0,37","5,5%","2,9%",67,, Verified ORF
5471,YOL133W,HRT1,84,90,"85,9","85,1","86,2","92,5","87,28","3,26","3,5%","1,4%",565,, Verified ORF
5472,YOL134C,YOL134C,"0,3","0,1","0,1","0,3","0,3","0,2","0,22","0,1","69,3%","21,7%",,, Dubious ORF
5473,YOL135C,MED7,"16,4","17,2","17,3","17,1",14,"16,9","16,48","1,26","2,9%","9,5%",252,, Verified ORF
5474,YOL136C,PFK27,"187,6","192,6","193,1","194,5","191,4","196,8","192,67","3,1","1,6%","2,0%",1.482,, Verified ORF
5475,YOL137W,BSC6,"39,6","36,5","42,2","43,1","42,1",39,"40,42","2,5","7,2%","4,8%",631,, Verified ORF
5476,YOL138C,YOL138C,"32,8","33,8","33,4","34,9",34,"32,9","33,63","0,78","1,5%","3,5%",853,, Verified ORF
5477,YOL139C,CDC33,"463,6","470,2","470,6","466,7","459,8","464,3","465,87","4,15","0,8%","0,8%",2.465,, Verified ORF
5478,YOL140W,ARG8,"103,4","103,9","104,1","105,7","102,6","105,6","104,22","1,23","0,3%","4,8%",1.524,, Verified ORF
5479,YOL141W,PPM2,"12,2","14,5","11,7","13,6","13,2","14,9","13,35","1,25","11,7%","10,6%",83,, Verified ORF
5480,YOL142W,RRP40,"83,4","86,4","79,8","88,5","87,3","86,7","85,35","3,2","4,0%","4,0%",762,, Verified ORF
5481,YOL143C,RIB4,"258,6","276,8","260,5","288,2","286,5","301,2","278,63","16,71","3,8%","6,7%",1.028,, Verified ORF
5482,YOL144W,NOP8,"53,8",49,"49,4","50,2","52,5","50,2","50,85","1,89","5,2%","6,6%",797,, Verified ORF
5483,YOL145C,CTR9,89,"89,2",90,"89,6","84,2","91,9","88,98","2,56","0,6%","2,8%",584,, Verified ORF
5484,YOL146W,PSF3,"49,1","44,6","48,9","46,1","46,5","43,3","46,42","2,3","5,3%","4,4%",281,, Verified ORF
5485,YOL147C,PEX11,"55,7","55,7","53,7","54,8","53,7","54,3","54,65","0,91","2,1%","5,3%",466,, Verified ORF
5486,YOL148C,SPT20,"35,9","32,6","32,4","38,9","40,4","37,9","36,35","3,32","5,8%","15,1%",554,, Verified ORF
5487,YOL149W,DCP1,"71,5",76,"74,9","80,1","73,6","78,3","75,73","3,13","3,2%","6,2%",591,, Verified ORF
5488,YOL150C,YOL150C,"1,6","1,6","1,6","1,3","0,9","1,7","1,45","0,3","0,0%","27,0%",,, Dubious ORF
5489,YOL151W,GRE2,"114,6","115,7","115,4","114,2","121,3","115,2","116,07","2,62","0,5%","4,6%",2.832,, Verified ORF
5490,YOL152W,FRE7,"15,8","14,5","14,8","14,2","13,5","15,4","14,7","0,83","4,5%","5,4%",114,, Verified ORF
5491,YOL153C,YOL153C,"9,4","10,5","10,1","10,5","10,2","9,7","10,07","0,44","5,6%","5,8%",,, pseudogene
5492,YOL154W,ZPS1,"13,1",11,"10,8","12,8","14,3","11,6","12,27","1,36","11,0%","4,5%",479,, Verified ORF
5493,YOL155C,HPF1,"28,3","30,3",28,"30,3","30,4","28,3","29,27","1,17","4,3%","4,6%",480,, Verified ORF
5494,YOL155W-A,YOL155W-A,"1,3","0,8","0,9","1,7","1,3","0,8","1,13","0,36","26,5%","16,1%",723,, Uncharacterized ORF
5495,YOL156W,HXT11,"10,9","11,1","11,8","11,5","10,8","13,1","11,53","0,85","4,2%","9,6%",18,, Verified ORF
5496,YOL157C,YOL157C,8,"10,2","9,2","12,8","9,7","9,2","9,85","1,62","12,1%","27,0%",,, Uncharacterized ORF
5497,YOL158C,ENB1,"136,7","137,1",135,"126,9","132,2","130,8","133,12","3,93","0,8%","3,8%",1.745,, Verified ORF
5498,YOL159C,YOL159C,37,"37,4",36,"38,5","40,7",38,"37,93","1,6","2,0%","2,3%",556,, Verified ORF
5499,YOL159C-A,YOL159C-A,"25,5","22,7","24,2","25,3","23,7","24,6","24,33","1,04","5,8%","4,9%",194,, Uncharacterized ORF
5500,YOL160W,YOL160W,"8,4","7,4","7,3",8,"6,8","8,7","7,77","0,72","7,9%","3,8%",,, Dubious ORF
5501,YOL161C,YOL161C,"0,5",0,0,0,0,0,"0,08","0,2","173,2%","173,2%",,, Uncharacterized ORF
5502,YOL162W,YOL162W,"5,5",5,"6,6","6,7","5,4","4,9","5,68","0,78","14,4%","12,9%",283,, Uncharacterized ORF
5503,YOL163W,YOL163W,"4,3","3,7","4,4","3,9","4,4","4,3","4,17","0,29","9,2%","5,1%",102,, Uncharacterized ORF
5504,YOL164W,BDS1,"28,7","27,8","31,7","27,4","28,8",27,"28,57","1,69","6,9%","6,5%",265,, Verified ORF
5505,YOL164W-A,YOL164W-A,"2,9","3,3","2,7","3,3","3,9","3,9","3,33","0,5","10,3%","10,8%",81,, Uncharacterized ORF
5506,YOL165C,AAD15,0,"0,3","0,3","0,1","0,4","0,4","0,25","0,16","86,6%","173,2%",,, Verified ORF
5507,YOL166C,YOL166C,"3,4","4,6","3,1","3,8","3,6","3,3","3,63","0,53","21,5%","7,2%",,, Dubious ORF
5508,YOR001W,RRP6,"76,8","77,3",78,"80,4","78,1","79,4","78,33","1,34","0,8%","3,5%",1.700,, Verified ORF
5509,YOR002W,ALG6,"90,4","88,1","95,4",93,"97,4","96,7","93,5","3,69","4,1%","6,3%",1.843,, Verified ORF
5510,YOR003W,YSP3,45,"42,1","42,1","40,6","39,1","40,3","41,53","2,05","3,9%","5,4%",215,, Verified ORF
5511,YOR004W,UTP23,"97,7","96,7","93,1","108,9","108,1","110,3","102,47","7,46","2,5%","8,5%",1.258,, Verified ORF
5512,YOR005C,DNL4,"19,7","19,7",21,"20,5","19,1","19,7","19,95","0,68","3,7%","5,6%",276,, Verified ORF
5513,YOR006C,YOR006C,"80,2","80,9","78,4","77,6","77,3","79,6",79,"1,46","1,6%","2,9%",417,, Uncharacterized ORF
5514,YOR007C,SGT2,"505,2","493,7","507,5","508,5","509,5","513,6","506,33","6,78","1,5%","0,3%",2.170,, Verified ORF
5515,YOR008C,SLG1,"102,9","100,8","93,1","98,7","96,6","99,7","98,63","3,43","5,2%","3,3%",688,, Verified ORF
5516,YOR008C-A,YOR008C-A,"2,5","3,8","2,8",3,"3,4","3,3","3,13","0,46","22,4%","13,8%",28,, Uncharacterized ORF
5517,YOR008W-B,YOR008W-B,3,"3,2","2,6",3,"3,6","2,7","3,02","0,36","10,4%","12,4%",,, Dubious ORF
5518,YOR009W,TIR4,"26,4",25,"26,2","22,5","28,1","24,8","25,5","1,89","2,9%","10,2%",511,, Verified ORF
5519,YOR010C,TIR2,"38,5","36,6","38,9","42,1",41,"37,6","39,12","2,07","3,2%","4,7%",507,, Verified ORF
5520,YOR011W,AUS1,"41,7","43,5","43,3","46,9","46,2","40,9","43,75","2,39","2,3%","6,2%",1.303,, Verified ORF
5521,YOR011W-A,YOR011W-A,"2,2","2,6","1,5","2,1","1,6","2,4","2,07","0,44","26,5%","13,2%",26,, Uncharacterized ORF
5522,YOR012W,YOR012W,"3,7","4,7",3,"4,2","3,4","5,1","4,02","0,8","22,5%","18,2%",184,, Uncharacterized ORF
5523,YOR013W,YOR013W,"12,3","10,1","11,5","10,2",9,11,"10,68","1,17","9,9%","18,4%",,, Dubious ORF
5524,YOR014W,RTS1,"79,7","74,1","76,5","80,5","74,7","76,4","76,98","2,6","3,7%","4,2%",1.279,, Verified ORF
5525,YOR015W,YOR015W,"45,9","46,1",48,"45,4","55,2","51,5","48,68","3,9","2,5%","2,2%",,, Dubious ORF
5526,YOR016C,ERP4,"65,6","71,5","73,6","78,5","71,2","75,4","72,63","4,38","5,9%","9,1%",376,, Verified ORF
5527,YOR017W,PET127,"29,9","26,3","28,1",29,"28,9","32,3","29,08","1,99","6,4%","1,5%",357,, Verified ORF
5528,YOR018W,ROD1,42,"45,2","40,8","42,8","47,2",45,"43,83","2,37","5,3%","2,7%",255,, Verified ORF
5529,YOR019W,YOR019W,"21,8","21,4","17,5","19,9",18,"17,9","19,42","1,89","11,7%","5,7%",211,, Verified ORF
5530,YOR020C,HSP10,"487,8",504,"475,1","479,3","465,9","482,6","482,45","12,89","3,0%","3,0%",2.064,, Verified ORF
5531,YOR020W-A,YOR020W-A,"89,6","89,7","88,4","89,8","88,7","83,6","88,3","2,37","0,8%","2,1%",317,, Uncharacterized ORF
5532,YOR021C,YOR021C,"185,1","191,6","187,7","193,8","189,7","187,5","189,23","3,13","1,7%","6,8%",1.397,, Uncharacterized ORF
5533,YOR022C,YOR022C,19,21,"21,3","18,4","20,1","21,9","20,28","1,37","6,1%","12,7%",279,, Uncharacterized ORF
5534,YOR023C,AHC1,"61,9","64,2","59,1","64,3","64,7","66,2","63,4","2,52","4,1%","2,5%",785,, Verified ORF
5535,YOR024W,YOR024W,"0,1","0,1","0,2",0,"0,1","0,1","0,1","0,06","43,3%","86,6%",,, Dubious ORF
5536,YOR025W,HST3,"19,7","21,2","21,6","21,6",23,"21,1","21,37","1,06","4,8%","4,9%",179,, Verified ORF
5537,YOR026W,BUB3,"34,9","33,9","33,7","38,1","38,1","33,3","35,33","2,21","1,9%","5,4%",515,, Verified ORF
5538,YOR027W,STI1,"252,2","257,1","263,8","252,9","245,1","257,8","254,82","6,32","2,3%","1,8%",4.132,, Verified ORF
5539,YOR028C,CIN5,"9,2","10,6",10,"9,8","9,3","9,4","9,72","0,53","7,1%","3,2%",240,, Verified ORF
5540,YOR029W,YOR029W,"0,3","0,2","0,1",0,"0,3","0,3","0,2","0,13","50,0%","91,7%",,, Dubious ORF
5541,YOR030W,DFG16,"24,6","22,9","21,5","26,5","23,9","23,9","23,88","1,67","6,7%","8,8%",165,, Verified ORF
5542,YOR031W,CRS5,"65,3","62,4","63,6",64,"68,1","65,9","64,88","2,01","2,3%","2,0%",952,, Verified ORF
5543,YOR032C,HMS1,"25,1","24,7","23,1","24,8","24,3","22,3","24,05","1,11","4,4%","4,7%",341,, Verified ORF
5544,YOR032W-A,YOR032W-A,"5,6","4,1","5,2","5,9","4,3",5,"5,02","0,71","15,6%","22,3%",71,, Uncharacterized ORF
5545,YOR033C,EXO1,"34,5","38,3","38,2",39,"37,4","37,4","37,47","1,57","5,9%","6,1%",788,, Verified ORF
5546,YOR034C,AKR2,"30,1","30,4","29,7","29,6","32,3","30,4","30,42","0,98","1,2%","1,0%",349,, Verified ORF
5547,YOR034C-A,YOR034C-A,"4,7","4,6","5,1","4,9",5,"5,2","4,92","0,23","5,5%","2,4%",700,, Uncharacterized ORF
5548,YOR035C,SHE4,"24,4",22,"20,7","23,3","23,5","22,6","22,75","1,29","8,4%","2,8%",378,, Verified ORF
5549,YOR036W,PEP12,"38,3","37,7","33,8","40,4","33,9","40,1","37,37","2,91","6,7%","3,8%",468,, Verified ORF
5550,YOR037W,CYC2,"19,4","19,7","20,9","19,8","22,5","21,5","20,63","1,22","4,0%","1,3%",197,, Verified ORF
5551,YOR038C,HIR2,"45,1","46,9","47,5","43,6",46,"49,6","46,45","2,07","2,7%","1,9%",816,, Verified ORF
5552,YOR039W,CKB2,"91,4","89,8","86,6","102,3","100,3","100,5","95,15","6,66","2,7%","5,6%",1.586,, Verified ORF
5553,YOR040W,GLO4,"3,5",5,"4,5","4,2","3,4","4,4","4,17","0,62","17,6%","11,7%",49,, Verified ORF
5554,YOR041C,YOR041C,"1,4","1,8","0,8","1,3","2,2",1,"1,42","0,52","37,7%","7,1%",,, Dubious ORF
5555,YOR042W,CUE5,"78,5","80,2","80,6","81,3","72,9","79,1","78,77","3,05","1,4%","2,6%",1.204,, Verified ORF
5556,YOR043W,WHI2,"81,7","79,1",85,"82,1","84,8","82,6","82,55","2,19","3,6%","1,5%",1.296,, Verified ORF
5557,YOR044W,YOR044W,"52,5","54,8","52,3","53,5","54,1","53,2","53,4","0,95","2,6%","2,1%",401,, Uncharacterized ORF
5558,YOR045W,TOM6,"249,4","255,8","247,2","226,6","219,6","231,9","238,42","14,4","1,8%","12,5%",1.230,, Verified ORF
5559,YOR046C,DBP5,"143,6","145,6","144,7","142,2","143,5","146,5","144,35","1,56","0,7%","1,6%",2.148,, Verified ORF
5560,YOR047C,STD1,"70,9","73,1",69,"72,8","65,9","72,4","70,68","2,79","2,9%","1,4%",1.136,, Verified ORF
5561,YOR048C,RAT1,75,"76,8",71,"74,6","70,2","72,1","73,28","2,58","4,0%","2,3%",1.173,, Verified ORF
5562,YOR049C,RSB1,"115,9","121,3","116,3",119,"123,5","115,7","118,62","3,24","2,6%","1,3%",1.944,, Verified ORF
5563,YOR050C,YOR050C,"6,2","6,3","6,8","6,9","6,5","7,1","6,63","0,36","5,0%","14,0%",,, Dubious ORF
5564,YOR051C,YOR051C,"137,3","140,8","135,8","139,1","137,9","141,5","138,73","2,16","1,9%","1,4%",1.710,, Uncharacterized ORF
5565,YOR052C,YOR052C,"193,2",192,"193,8",206,208,"205,5","199,75","7,46","0,5%","3,8%",1.550,, Verified ORF
5566,YOR053W,YOR053W,71,"67,5","68,8","66,3","65,8","64,5","67,32","2,33","2,6%","4,1%",,, Dubious ORF
5567,YOR054C,VHS3,"36,9","37,4","35,3","35,8","33,6","35,8","35,8","1,33","3,0%","5,7%",300,, Verified ORF
5568,YOR055W,YOR055W,"0,1","0,2","0,1","0,1",0,"0,1","0,1","0,06","43,3%","86,6%",,, Dubious ORF
5569,YOR056C,NOB1,"76,4","76,4","75,2","81,5","74,5","82,2","77,7","3,3","0,9%","5,8%",1.059,, Verified ORF
5570,YOR057W,SGT1,"59,7","60,2","61,9","68,8","62,3","63,5","62,73","3,28","1,9%","17,7%",704,, Verified ORF
5571,YOR058C,ASE1,"30,5","32,2","32,5","34,1","31,3","36,5","32,85","2,16","3,4%","5,6%",267,, Verified ORF
